Paziente,2036
5,0.0
12,1.0698203
15,0.76488245
16,0.98513687
17,0.647507
19,0.9463495
22,0.7746293
23,0.725545
24,0.0
25,0.80766886
26,0.9501084
27,0.0
29,1.0239795
30,1.3934042
31,0.96291566
33,0.5581286
35,0.99675095
36,0.55161333
38,1.1775438
39,0.58954954
40,1.311282
41,0.55082417
42,0.0
43,0.0
44,1.0877599
46,1.3543495
47,0.8512759
48,0.8608177
50,0.5104623
52,0.57910794
53,0.7670611
54,0.44526988
56,0.54173183
57,0.65012157
58,0.7231864
59,0.98354745
60,0.83703035
61,1.0425358
62,0.7210798
64,0.76536494
65,0.0
68,1.3023568
69,0.94907165
70,0.0
71,0.42014927
74,0.0
75,0.90714574
76,0.0
78,0.45836133
79,0.70763856
81,1.1080128
82,0.78885776
84,0.6597783
85,0.0
86,0.380458
87,1.1418617
88,1.2687702
89,0.26196456
90,1.2539049
91,0.86786294
92,0.7217079
94,0.41179675
95,1.1501726
96,0.4717126
98,0.6512035
100,0.5976304
101,0.0
102,1.5079089
103,0.0
104,0.35421425
105,0.0
106,0.3985479
107,0.9881793
108,0.0
109,0.47570205
110,1.169737
111,0.8883555
112,0.0
113,0.0
114,1.247876
115,0.80479366
116,1.235389
117,0.57582533
118,1.3462169
119,0.0
120,0.9781083
123,0.48778844
124,0.45638305
126,1.1534603
127,1.5585756
128,0.76316965
129,0.0
133,0.75820225
135,0.6858152
136,0.8040963
137,0.520415
138,1.2286468
139,0.71138823
141,0.0
142,1.0099943
144,0.0
146,0.57405347
147,0.85444653
149,0.0
150,1.3724936
153,1.0900811
155,0.7668479
158,0.9895036
159,0.0
161,0.8945373
163,0.9277533
166,1.1940511
168,0.5239986
169,0.0
170,0.7409329
171,0.8758278
175,0.6447394
176,0.7533994
178,0.5571809
182,1.0054986
183,0.7162221
188,0.929422
189,0.0
190,0.0
193,0.4994192
197,0.4147116
199,0.0
200,0.28208286
205,0.0
